COLLECT_TARGET_ID,MSISDN,RELATIONSHIP_ACCOUNT,RELATIONSHIP_NAME,LOCAL_ACTION,MAIL_SEND_TIME,CONTENT,MAIL_VIEW_STATUS,MAIL_SAVE_FOLDER,PRIVACYCONFIG,DELETE_STATUS,DELETE_TIME
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,lynn2013121,02,1353400912,我不想呼呼的,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550010,lynn2013121,02,1353385291,看你！时间观念都没有！又要迟到了！,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550063,lynn2013121,02,1353385207,现在的交通，实在是堵啦！求解释,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550047,lynn2013121,02,1353385176,现在的交通，实在是堵啦！求解释,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550100,lynn2013121,02,1353385027,天气冷了!注意保暖,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550114,lynn2013121,02,1353384916,我找你半天了，你都没回我,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550136,lynn2013121,02,1353384760,你忘了……不至于吧!,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550047,lynn2013121,02,1353384671,我找你半天了，你都没回我,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550066,lynn2013121,02,1353384564,我找你半天了，你都没回我,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13355550034,lynn2013121,02,1353383379,身体健康！万事如意！,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1369193986,电信,已,02,,1,
350000282600100100201407241440247054203478603080281087990,15080329675,13806805685,lynn2013121,02,1402973601,我正在使用来往，它可以免费语音聊天，还有好玩的贴图表情。我在来往上叫"很傻"，可以搜索"18250849038"找到我，你也一起来玩吧！点击 http://m.laiwang.com 下载手机客户端找到我,已,02,,1,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550056,lynn2013121,02,1353383354,我很快就到，请稍微等一会儿。,已,02,,1,
350000282600100100201407241440247054203478603080281087990,15080329675,15080329675,lynn2013121,02,1403090551,我最近在用米聊发语音、视频聊天，推荐你试试：http://api.chat.xiaomi.net/i/107966576_B0219?t=email 我在米聊叫木兰花,小米帐号是107966576。,已,02,,1,
350000282600100100201407241440247054203478603080281087990,15080329675,,lynn2013121,99,1396944543,一起来使用可免费通话、免费发送短信的连我吧！http://www.lianwo8.com,已,03,,1,
350000282600100100201407241440247054203478603080281087990,15080329675,10086,移动,01,1369193815,欢迎进入e100短信营业厅，请回复序号：0、业务查询与退订；1、话费信息服务；2、最新优惠资讯；3、业务办理；5、我的短信营业厅；7、套餐办理。110、手机充值卡充值也可直接回复你要办理的业务中文名称进行搜索，例如“彩铃”、“来电显示”等；回复“天气”、“日期”可查询当天天气及日期。,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13800592107,lynn2013121,01,1371516359,中国移动来电提醒业务提醒您：您关机/不在服务区/遇忙/无应答期间 ，13800592107呼入1次，最近为06月18日08时39分。,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,106573028008,lynn2013121,01,1371518373,银河虎园看势：汇金再度增持向市场释放积极的信号。关注基本面和投资者情绪的变化。预计短期A股市场将继续震荡整理【银河虎园】,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10086,移动,01,1372128878,一、资费介绍：为了让您享受更多流量，更少资费，我司推出多种移动数据流量套餐（5元/10元/20元/50元），其中移动数据流量5元套餐，套餐费5元/月，每月赠送30M的国内移动数据流量，发送74033到10086申请开通，发送740330到10086取消；移动数据流量10元套餐，套餐费10元/月，每月赠送70M的国内移动数据流量，发送74035到10086申请开通，发送740350到10086取消；如需开通更高档次套餐，请发送742到10086根据短信提示回复办理。提醒：包月套餐费用在生效时立即收取或次月月初一次性收取，套餐使用流量超出后按0.01元/10K计费，流量尾数不足10K按10K计；套餐月流量封顶15G，套餐月使用费封顶500元。套餐生效当月，套餐费按日折算后立即收取，数据流量按日折算一次性提供；次月起套餐费月初全额收取，数据流量全额提供。二、如果您开通上网套餐后手机无法上网，建议先设置好手机上网参数，您可以通过电脑登录中国移动福建公司网站www.fj.10086.cn点击进入“网上营业厅→业务办理→通信类→手机参数设置”按菜单提示办理，即可收到相应配置信息，进行手机上网参数和彩信参数配置。配置过程中可能因为机型不同操作方式有所不同，您也可联系手机厂商客服进行咨询。,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10086700125105642,lynn2013121,01,1372129032,尊敬的神州行客户，您好！感谢您使用中国移动10086自助引导菜单，请抽空回复以下数字对刚才的自助菜单服务进行评价，“非常好=10分”请回复A，“很好=9分”请回复B，“好=8分”请回复C，“一般（即差）=7分”请回复D，例如：您选择了“非常好=10分”，请直接回复A，也可在字母后加上您的建议，接收和回复本短信均免费。“10分”满意，源于我们的“百分”努力。中国移动,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13306008456,lynn2013121,01,1373593454,您好，我国《刑法》将恶意透支行为规定为信用卡诈骗罪的一种，其构成要件为：1、持卡人主观方面是直接故意，且有非法占用银行资金的目的；2、持卡人客观上已实施了恶意透支行为，对发卡银行造成经济损失；3、持卡人经发卡银行催收仍不归还，且数额较大或时间较长达到刑罚处罚的。对于符合上述构成要件的恶意透支行为，应按照我国《刑法》，《刑事诉讼法》的有关规定，可以由公安机关立案侦查，由检察机关向人民法院提起刑事诉讼，追究恶意透支行为人的刑事责任。对于不符合上述犯罪行为构成要件的，可依照我国《民法》、《民事诉讼法》的有关规定提起民事诉讼，追究恶意透支行为人的民事责任。请您于6月25日前还清厦门工商银行信用卡欠款。天翼律所,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10086,移动,01,1377049178,小e机器人：我来了，我随时在线恭候您的光临，想了解福建移动的业务和服务就向我发问吧。,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10086,移动,01,1377063819,接省防汛办通知：预计热带气旋“潭美”22日凌晨在我省中北部沿海一带登陆，部分区域将有大风暴雨天气，请您注意安全。福建移动友情提醒,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10010,联通,01,1382341029,省内漫游26元套餐（3G乐享卡）资费：套餐费26元（月初一次性扣收，每月包含省内上网流量300M），赠送来电显示。在省内拨打国内电话0.15元/分钟，接听免费。在省外漫游拨打国内电话0.6元/分钟，接听0.39元/分钟；超出套餐包含流量及省外流量0.0003元/KB。以上超出部分的费用均需在套餐费以外另外扣收。以上不含港澳台及国际资费。不执行忙时。,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10086,移动,01,1385602034,余额提醒：您好！时临月末，我们每月1日将为您进行相关费用的结算，您下个月月初固定费出账预计不低于45.81元，截止到2013年11月28日6时40分，您的通用余额为29.88元，届时可能不足抵扣您的通信费用，为保障您的通信畅通，建议您及时充值缴费。推荐您拨打10086按2选择语音快捷交费服务。如您已充值，请忽略本短信。中国移动,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353403313,也许是真的。,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353403055,你来啊~呵呵~,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353403050,不用羡慕，只要努力，你也可以,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550066,lynn2013121,02,1353383308,看不出你有啥好的！,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13255550033,lynn2013121,02,1353383263,你最近干嘛?都不回家……,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13455550015,lynn2013121,02,1353383203,时间真快，一年有这样过了,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550105,lynn2013121,02,1353383137,明天去看演出！你来不来,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550107,lynn2013121,02,1353383077,看见你，我很开心，有空见面吧!,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13655550017,lynn2013121,02,1353383013,明天你加班嘛！,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550136,lynn2013121,02,1353382971,最近怎么样哈！,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550130,lynn2013121,02,1353382932,明天在哪见面哈！,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10086,lynn2013121,02,1353382882,我在家里,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,15759240281,lynn2013121,02,1353382854,几号见面啦，我都来一个礼拜了,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,15759240281,lynn2013121,02,1353382798,呼啦啦!,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,18250878203,lynn2013121,02,1353382756,我在北京啦!有事哈,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,18250878203,lynn2013121,02,1353382635,怎么还不在,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,18250878203,lynn2013121,02,1353382381,我怎么知道哈,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,18250878203,lynn2013121,02,1353382153,昨天不办！,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10628315,lynn2013121,02,1353378734,今天你睡了吗?,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353403073,真的,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353403029,以后找你天天聊,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353403017,羡慕你,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353403002,上班时间你还可以聊天哈,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353402955,呵呵！真的假的,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353402938,你能不能速度点！太慢了,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353402912,有空一起去听,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353402892,我也是啦,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353402811,你说的好深奥,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353402795,不觉那,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13950127628,lynn2013121,02,1353402368,现在都要疯了,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13950127628,lynn2013121,02,1353402356,是啊,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,lynn2013121,02,1353402318,或许吧,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,lynn2013121,02,1353402305,还这个,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,lynn2013121,02,1353402298,哎呀,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,lynn2013121,02,1353402290,现在不能休息,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,lynn2013121,02,1353402274,有那么好,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,lynn2013121,02,1353402259,明天干嘛,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,lynn2013121,02,1353402236,我也很乐意帮你,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,lynn2013121,02,1353402219,真的那,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,02,1353401454,时间难那,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10086,lynn2013121,02,1353401430,时间这不多,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,lynn2013121,02,1353400912,我不想呼呼的,已,02,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353403042,糟糕，又睡晚了，上班要迟到了,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353402973,也许是真的。,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353402968,哈哈，就是的啊，嘿嘿,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353402929,哪有，我很忙的，这么多人找我聊天呢。,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353402924,呵呵，你是我也是啊,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353402868,不知道-.-,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353402863,陈百强演唱的经典歌曲《不》，真的很棒，我喜欢！,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353402858,唉！时间不好办,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353402768,还乐意帮我…真开心,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353402730,还是上班拉,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353402712,恩，难道不是,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353402681,真的吗？你这孩子,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353402651,这是啥态度,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353402628,呵呵…必须的,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353402615,哈哈！你现在好吗,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13950127628,lynn2013121,01,1353402210,现在在哪里上班?工作辛苦吗?,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401575,休息吧！,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,10000,lynn2013121,01,1353401537,一寸光阴一寸金，寸金难买寸光阴。,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401404,哈哈…始料不及,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401376,受伤了…,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401360,我要回家,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401281,时间不够朋友,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401263,觉得没意思,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401225,时间在慢慢流逝，人在茫茫,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401219,我要休息一会儿,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401214,觉不让你伤心,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401209,�,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401132,对了，我会去看您的,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401099,我很乐意帮你,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401067,哈哈,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401058,我们谁和谁,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401043,如果需要的话话，我回去,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401038,不要那样累,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401017,要不要我回去找你哈,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353401006,看你是伤心,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353400998,家是温暖的,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13600907644,蓝图,01,1353400952,回家吧！,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550136,郭萍,01,1353384816,所以不好意思嘛,已,01,,0,
350000282600100100201407241440247054203478603080281087990,15080329675,13955550010,lynn2013121,02,1353385291,看你！时间观念都没有！又要迟到了！,已,02,,0,
