COLLECT_TARGET_ID,SEQUENCE_NAME,PHONE_VALUE_TYPE,PHONE_NUMBER_TYPE,RELATIONSHIP_ACCOUNT,DELETE_STATUS,DELETE_TIME
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000221,99,,冯默风,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000221,01,手机,13255550023,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000221,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000425,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000426,99,,林琳,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000426,01,手机,13955550103,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000426,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000426,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000427,99,,林风,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000427,01,手机,13955550134,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000427,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000427,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000428,99,,柯镇恶,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000428,01,手机,13955550096,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000428,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000428,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000429,99,,柳艳,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000429,01,手机,13955550135,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000429,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000429,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000430,99,,梅花,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000430,01,手机,13955550150,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000430,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000430,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000431,99,,梅超风,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000431,01,手机,13855550029,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000431,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000431,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000432,99,,樊一翁,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000432,01,手机,13955550081,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000432,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000432,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000433,99,,欧阳克,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000433,01,手机,13955550094,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000433,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000433,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000434,99,,欧阳艳,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000434,01,手机,13855550009,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000434,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000434,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000435,99,,欧阳锋,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000435,01,手机,13155550032,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000435,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000435,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000436,99,,武三娘,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000436,01,手机,13955550069,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000436,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000436,08,,鏈垎缁?,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000437,99,,武三通,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000606,99,,李俊,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,99,,+015080329675,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,01,手机,0592 599 6455,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,01,工作,158 0428 1843,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,01,家庭,596 5852,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,01,其他,599 1543,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,02,其他,2263823425@qq.com,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,03,其他,厦门,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,04,,hegs,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,05,,www.baidu.com,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,06,,2014-06-19,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,07,,工程管理人员,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000001,08,,鍢庡槑,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000002,99,,+8610086,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000002,01,其他,+8610086,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000002,04,,12345678,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000002,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000002,08,,111,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000003,99,,+8615080329675,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000003,01,其他,+8615080329675,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000003,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000004,99,,A,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000004,01,手机,0591 1234 567,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000004,01,工作,0592 789 4561,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000004,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000004,08,,111,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000005,99,,啊啊,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000005,01,手机,9874563210,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000005,01,家庭,150 8033 9665,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000005,02,其他,123456@qq.com,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000005,04,,2272751635,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000005,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000005,08,,111,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000006,99,,amy25602,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000006,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000006,08,,111,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000007,99,,amy25603,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000007,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000008,99,,amy25604,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000008,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000008,08,,111,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000009,99,,amy25606,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000009,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000010,99,,amy25607,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000010,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000011,99,,amy25609,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000011,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000222,99,,刘处玄,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000222,01,手机,13955550045,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000222,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000223,99,,刘岩,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000223,01,手机,13955550128,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000223,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000224,99,,刘心,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000224,01,手机,13955550126,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000224,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000225,99,,刘罗丹,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000225,01,手机,13955550125,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000225,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000226,99,,刘艳,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000226,01,手机,13955550127,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000226,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000227,99,,努离,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000227,01,手机,13955550102,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000227,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000228,99,,包惜弱,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000228,01,手机,13955550098,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000228,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000229,99,,华筝,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000229,01,手机,13955550090,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000229,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000230,99,,古振川,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000230,01,手机,13955550066,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000230,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000231,99,,叮当,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000231,01,手机,13955550105,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000231,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000232,99,,史仲猛,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000232,01,手机,13955550082,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000232,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000233,99,,史伯威,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000233,01,手机,13955550080,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000233,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000234,99,,史叔刚,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000234,01,手机,13955550083,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000234,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000235,99,,史孟捷,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000235,01,手机,13955550085,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000235,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000236,99,,史季强,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000236,01,手机,13955550084,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000236,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000237,99,,周伯通,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000607,99,,李小方,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000608,99,,李小明,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000609,99,,朱子柳,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000610,99,,杜小燕,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000611,99,,李淑珍,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000612,99,,李小红,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000613,99,,杜小杜,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000614,99,,李莫愁,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000615,99,,杨康,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000616,99,,杨铁心,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000617,99,,杨留过,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000618,99,,林惠萍,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000619,99,,林小猫,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000620,99,,柯镇恶,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000621,99,,林风,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000622,99,,柳艳,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000623,99,,林琳,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000624,99,,林朝英,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000625,99,,梅花,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000626,99,,欧阳克,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000627,99,,欧阳艳,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000628,99,,梅超风,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000629,99,,樊一翁,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000630,99,,武三通,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000631,99,,武修文,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000632,99,,欧阳锋,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000633,99,,武三娘,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000634,99,,武敦儒,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000635,99,,洪凌波,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000636,99,,游丹妮,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000637,99,,沙通天,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000638,99,,洪七公,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000639,99,,段智兴,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000640,99,,潇湘子,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000641,99,,灵智上人,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000642,99,,琳儿,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000643,99,,王重阳,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000644,99,,王处一,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000645,99,,程瑶珈,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000646,99,,白小燕,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000647,99,,白云,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000648,99,,甄志丙,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000649,99,,瑛姑,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000650,99,,耶律楚材,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000651,99,,美女,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000652,99,,章雅之,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000237,01,手机,13955550040,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000237,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000238,99,,孙不二,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000238,01,手机,13955550048,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000238,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000239,99,,孙婆婆,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000239,01,手机,13955550039,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000239,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000240,99,,孙月季,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000240,01,手机,13355550004,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000240,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000241,99,,完颜洪烈,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000241,01,手机,13955550071,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000241,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000242,99,,完颜萍,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000242,01,手机,13955550070,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000242,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000243,99,,小不点,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000243,01,手机,13955550104,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000243,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000244,99,,小美,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000244,01,手机,13955550149,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000244,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000245,99,,小龙女,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000245,01,手机,13255550013,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000245,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000246,99,,尹克西,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000246,01,手机,13955550077,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000246,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000247,99,,尹志平,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000247,01,手机,13955550050,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000247,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000248,99,,尼摩星,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000248,01,手机,13955550078,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000248,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000249,99,,平治,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000249,01,手机,13955550140,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000249,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000250,99,,张一珉,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000250,01,手机,13955550086,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000250,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000251,99,,张柏丽,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000251,01,手机,13955550131,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000251,07,,,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000252,99,,彭连虎,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000252,01,手机,13955550073,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000653,99,,穆念慈,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000654,99,,程英,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000655,99,,苗翠花,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000656,99,,肖伟,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000657,99,,肖萧,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000658,99,,耶律齐,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000659,99,,耶律燕,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000660,99,,蓝图,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000661,99,,荣辉,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000662,99,,蓝本,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000663,99,,蓝忆,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000664,99,,薛东,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000665,99,,谭处端,0,
350000282600100100201407241442017054203478603080281087990,00000000000000000000000000000666,99,,裘千尺,0,
